imoore7,Ivan,Moore,Chemistry,Bousfield
jballew1,Janine,Ballew,Music Voice Performance,Wassaja
mescalante1,Margaret,Escalante,Political Science,309 Green
mtaylor6,Mary,Taylor,Chemistry,Bousfield
agresham3,Anne,Gresham,Community Health,Bousfield
jbrzozowski0,Justin,Brzozowski,Secondary Education: Biology,The Dean
lroth6,Lois,Roth,Aerospace Engineering,Weston
mlitton7,Marina,Litton,Music Instrumental Performance,Skyline Tower
awashington7,Andrea,Washington,History of Art,The Dean
scarter5,Stephanie,Carter,Teacher Education: Spanish (K-12),Scott
mwilliams6,Mike,Williams,Dietetics,PAR
lhyldahl5,Laura,Hyldahl,Italian,Skyline Tower
sgonzalez1,Stephanie,Gonzalez,Environmental Economics & Policy,Weston
mcohan0,Michael,Cohan,Animal Sciences,Suites at Third
mwilliams4,Mary,Williams,Operations Management,PAR
rscott6,Rhonda,Scott,Geography and Geographic Information Science,Skyline Tower
akendall5,Alfred,Kendall,French,Wassaja
estraley8,Elaine,Straley,Agri-Accounting,Nugent
larnold1,Lloyd,Arnold,Political Science,FAR
cbroad9,Christopher,Broad,Organizational and Community Leadership,Snyder
pball9,Paul,Ball,Statistics,Snyder
ccook1,Carl,Cook,Statistics,Suites at Third
storres3,Susan,Torres,Scenic Design,Nugent
eadamski9,Edward,Adamski,Aerospace Engineering,The Dean
gcross8,George,Cross,Supply Chain Management,309 Green
dbalint6,Dennis,Balint,Information Sciences + Data Science,Skyline Tower
tfrench1,Thomas,French,Interdisciplinary Studies,Hopkins
jbrassil7,Jeffrey,Brassil,Studio Art (BA),Bousfield
hbrown1,Hazel,Brown,Atmospheric Sciences,Skyline Tower
hhigh1,Hilda,High,Agricultural and Biological Engineering (ENG),Wassaja
rmartin4,Richard,Martin,Communication,Snyder
pjuhasz9,Patricia,Juhasz,Systems Engineering and Design ,Skyline Tower
mcorley4,Michael,Corley,Acting,Bousfield
bwheat2,Bradley,Wheat,Secondary Education: Physics,Bousfield
kbeckham0,Kenneth,Beckham,Costume Design and Technology,Snyder
srobertson8,Steve,Robertson,Linguistics,Skyline Tower
sthomas1,Sharon,Thomas,Secondary Education: English ,ISR
fnelson7,Frank,Nelson,Studio Art (BA),Suites at Third
dlara0,Dana,Lara,English,The HERE
dsimitian0,Daniel,Simitian,Public Policy & Law,Bousfield
whart6,Willie,Hart,Agricultural Communications,FAR
dharmon0,Darrell,Harmon,Computer Science and Crop Sciences,PAR
plee1,Peter,Lee,"Computer Science and Education, Learning Sciences",ISR
areale5,Amanda,Reale,Geography and Geographic Information Science,The HERE
sfelder6,Stephen,Felder,Lighting Design and Technology ,309 Green
lgomez5,Lane,Gomez,Speech and Hearing Science,ISR
mbrixey4,Michael,Brixey,Journalism,Scott
amckeever6,Annie,Mckeever,Information Sciences + Data Science,309 Green
bradford8,Bridget,Radford,Latina/Latino Studies,Nugent
delston6,Don,Elston,Accountancy,Scott
lpurcell3,Lillian,Purcell,Statistics,309 Green
mwaiters9,Michael,Waiters,Acting,Weston
cblight9,Christopher,Blight,Special Education,Snyder
psampson5,Patricia,Sampson,Actuarial Science,Wassaja
bburns3,Brett,Burns,Electrical Engineering,Snyder
vtrice1,Vivian,Trice,Physics,The HERE
atilley0,Angela,Tilley,Computer Engineering,Skyline Tower
pstephens2,Patrick,Stephens,Secondary Education,Tower at Third
jmroz7,James,Mroz,Secondary Education: English ,PAR
mdeherrera8,Mohamed,Deherrera,Management,Wassaja
lseward6,Lester,Seward,Media and Cinema Studies,Bousfield
sschoen7,Steven,Schoen,Special Education,Wassaja
mcabler3,Marc,Cabler,Kinesiology,Wassaja
rstefaniak9,Rudy,Stefaniak,Animal Sciences,FAR
dcollins7,Danielle,Collins,Human Development and Family Studies,ISR
mcrabtree6,Mitchell,Crabtree,Community Health,Scott
fstrickler1,Florence,Strickler,History,The HERE
amullen2,Anna,Mullen,Secondary Education,Tower at Third
rclarke0,Renee,Clarke,Physics,The Dean
cwilkinson5,Carolyn,Wilkinson,Sound Design and Technology,FAR
astansbery4,Amparo,Stansbery,Creative Writing,Suites at Third
rterrell1,Rodrigo,Terrell,Music,Tower at Third
laskew2,Laura,Askew,Hospitality Management,FAR
rwhite7,Rosalie,White,Agricultural and Biological Engineering (ACES),Nugent
vclutter3,Virginia,Clutter,Astronomy,The HERE
kmoon9,Kyle,Moon,Dance (BA),Nugent
sroman3,Spencer,Roman,Astronomy,Snyder
sstine4,Seth,Stine,Hospitality Management,Weston
mscott7,Manuel,Scott,Agronomy,Tower at Third
lmartin3,Lawrence,Martin,Kinesiology,Nugent
nhampton6,Natalie,Hampton,Mathematics and Computer Science,Scott
cchandler1,Charlotte,Chandler,Psychology,Hopkins
jshively2,John,Shively,Creative Writing,Suites at Third
jbrooks6,James,Brooks,"Strategy, Innovation and Entrepreneurship",FAR
jsiske3,Joy,Siske,Sustainable Design,Bousfield
jcraze4,Joe,Craze,Agricultural and Consumer Economics,Scott
gallan9,Gary,Allan,Computer Science and Music,Snyder
dwyatt6,David,Wyatt,Accountancy,Tower at Third
vclinton8,Virginia,Clinton,Scenic Technology,Hopkins
prapelyea9,Paul,Rapelyea,Neural Engineering,Hopkins
rthompson8,Rebecca,Thompson,Business Undeclared,Tower at Third
cramsey2,Cynthia,Ramsey,Mechanical Engineering,The Dean
wduncan9,Wilfred,Duncan,Social Work,The HERE
kavina7,Kathryn,Avina,Studio Art (BFA),Scott
ktangri1,Karen,Tangri,"Agricultural Leadership, Education, and Communications",Scott
drichardson6,Donald,Richardson,Secondary Education: Biology,Wassaja
jjones0,Jan,Jones,"Computer Science and Education, Secondary Education",Tower at Third
jsimpson1,Julie,Simpson,Consumer Economics & Finance,Wassaja
fstubbs8,Frances,Stubbs,Computer Science and Astronomy,The Dean
kross5,Kristine,Ross,Chemistry,The HERE
pwilkins9,Paul,Wilkins,Agri-Accounting,The HERE
jbradby2,Jerry,Bradby,History of Art,Skyline Tower
randerson3,Rosa,Anderson,Aerospace Engineering,Weston
lhines0,Leslie,Hines,Stage Management,PAR
cdoke4,Charles,Doke,"Agricultural Leadership, Education, and Communications",Skyline Tower
hbeasley5,Heather,Beasley,Spanish,Suites at Third
motting4,Michael,Otting,Electrical Engineering,309 Green
gjones3,George,Jones,Supply Chain Management,Suites at Third
gtyler5,Germaine,Tyler,Latin American Studies,ISR
pbrannon2,Priscilla,Brannon,Lighting Design and Technology ,PAR
tsommer4,Tasha,Sommer,Sociology,309 Green
jcrum3,James,Crum,Linguistics,Scott
pgivens9,Paul,Givens,Statistics and Computer Science,The Dean
shiser7,Sonya,Hiser,Computer Science and Music,Snyder
hpicking9,Hilda,Picking,Integrative Biology,Wassaja
tarmstrong8,Tony,Armstrong,Secondary Education: Mathematics (LAS),The Dean
bbennett4,Brenda,Bennett,Studio Art (BA),Scott
lcleghorn7,Lianne,Cleghorn,East Asian Languages and Cultures,ISR
ajacobs7,Alice,Jacobs,Dietetics,Hopkins
dsmith3,Donna,Smith,Creative Writing,Skyline Tower
jwilliams6,Jean,Williams,Latina/Latino Studies,The Dean
dthomas9,Debbie,Thomas,"Strategy, Innovation and Entrepreneurship",Scott
fnavarro6,Frances,Navarro,Theatre Studies,Bousfield
kstohr6,Kevin,Stohr,"Dance, BA and Kinesiology, BS (Dual Degree Program)",PAR
danderson4,Doris,Anderson,Lyric Theatre,ISR
pgarcia8,Peter,Garcia,Information Sciences + Data Science,Bousfield
jmichaels0,June,Michaels,Speech and Hearing Science,Snyder
rbaker4,Randall,Baker,Agricultural and Consumer Economics,Tower at Third
dparish3,David,Parish,Urban Studies and Planning,The Dean
dsutton8,David,Sutton,Information Sciences + Data Science,ISR
wnapper4,William,Napper,Public Policy & Law,309 Green
rmontalto5,Rhonda,Montalto,Stage Management,Tower at Third
sstivers1,Sharilyn,Stivers,Marketing,Nugent
swilliams6,Shawn,Williams,Communication,ISR
ctaggart5,Carmen,Taggart,Media and Cinema Studies,Hopkins
mmay9,Max,May,Aerospace Engineering,The Dean
jjohnson5,John,Johnson,Chemistry,ISR
rrotenberry5,Rickie,Rotenberry,Political Science,The HERE
garrowood8,George,Arrowood,Agricultural Communications,Skyline Tower
smorita8,Sandra,Morita,Computer Science and Geography & Geographic Information Science,Scott
hpendleton9,Helen,Pendleton,Engineering Mechanics,FAR
lferree7,Leland,Ferree,Comparative and World Literature,Nugent
jbaker8,John,Baker,Operations Management,The HERE
mperry5,Michael,Perry,Systems Engineering and Design ,Scott
jsmith4,James,Smith,Media and Cinema Studies,ISR
lhollingsworth7,Lisa,Hollingsworth,Animal Sciences,Wassaja
jwilson0,Joe,Wilson,Secondary Education: Social Studies,Hopkins
jhopkins8,James,Hopkins,Lyric Theatre,FAR
rkeefe6,Robert,Keefe,Interdisciplinary Studies,Nugent
hpalmer0,Herbert,Palmer,Jazz Performance,309 Green
dthompson5,David,Thompson,Secondary Education: Chemistry,Weston
sjuel1,Stacy,Juel,Middle Grades Education (Grades 5-8),The Dean
pcalvert6,Peggy,Calvert,Information Sciences,Tower at Third
mdonahue0,Matthew,Donahue,Brain and Cognitive Science,309 Green
jgravely9,Jean,Gravely,Lighting Design and Technology ,Hopkins
mmartin8,Mary,Martin,Agricultural Education,Tower at Third
afraley3,Audrey,Fraley,Mathematics,Snyder
gkieser1,Gary,Kieser,Early Childhood Education (Birth-Grade 2),Tower at Third
dadams5,Deborah,Adams,Molecular and Cellular Biology,FAR
smahaffey5,Scott,Mahaffey,Astronomy,FAR
cmathews5,Carissa,Mathews,Biology,Nugent
cwillman0,Courtney,Willman,Atmospheric Sciences,The Dean
ayoung3,Augustine,Young,Psychology,Weston
tcarter1,Tabitha,Carter,Teacher Education: Spanish (K-12),Tower at Third
jrambo2,John,Rambo,Econometrics and Quantitative Economics,309 Green
mbrown8,Mark,Brown,Lighting Design and Technology ,Suites at Third
clinkous0,Christina,Linkous,Civil Engineering,PAR
cmcneal0,Carla,Mcneal,Latina/Latino Studies,Nugent
tpritchard6,Theodore,Pritchard,Information Sciences,Scott
jadams5,Jason,Adams,Creative Writing,ISR
jneely2,Juan,Neely,Art and Art History ,PAR
mdebusk0,Mattie,Debusk,Neural Engineering,The HERE
jholcomb7,James,Holcomb,Psychology,Scott
tsimmons1,Thomas,Simmons,Community Health,The Dean
cspeegle8,Carolyn,Speegle,Portuguese,Scott
jrodgers8,James,Rodgers,Agronomy,The Dean
wdecker5,Wilma,Decker,Stage Management,PAR
lgregory9,Luciano,Gregory,Art and Art History ,FAR
vneedels7,Vesta,Needels,Public Policy & Law,Snyder
jpalumbo6,Jimmie,Palumbo,Advertising,309 Green
lfolmar6,Latoya,Folmar,Industrial Design,FAR
gbrown9,Grace,Brown,"Computer Science and Education, Learning Sciences",FAR
pperdue3,Phillip,Perdue,Food Science,The HERE
sprice2,Stewart,Price,Neuroscience,Weston
kspickard2,Kim,Spickard,Industrial Engineering,Nugent
wbowie5,William,Bowie,Costume Design and Technology,Suites at Third
wgoldson2,Walter,Goldson,Studio Art (BFA),309 Green
wwallace0,Wade,Wallace,Teacher Education: French (K-12),Weston
jdaniel6,John,Daniel,Agri-Accounting,ISR
lferebee0,Larry,Ferebee,Biology,Weston
smcgregor4,Sandra,Mcgregor,Scenic Technology,FAR
jzingler3,Jacinda,Zingler,Teacher Education: Spanish (K-12),Nugent
ssterrett5,Sarah,Sterrett,Sustainable Design,Hopkins
rhayes0,Randy,Hayes,Atmospheric Sciences,Skyline Tower
dscott1,Duane,Scott,Industrial Design,Snyder
janderson2,Jonathon,Anderson,Music Education (K-12),The HERE
mericson9,Michael,Ericson,Music Instrumental Performance,Hopkins
gnoe0,Gary,Noe,Human Nutrition,Weston
jdiercks6,Jeffrey,Diercks,Mathematics and Computer Science,Weston
jbrown3,Jennifer,Brown,Dance (BFA),Suites at Third
nseals5,Nancy,Seals,Molecular and Cellular Biology,Hopkins
ktyree5,Kelly,Tyree,Music Open Studies,309 Green
jstephenson8,Joyce,Stephenson,Religion,Snyder
krumsey2,Kathy,Rumsey,Food Science,Scott
moroark8,Mary,Oroark,Farm Management,Skyline Tower
cbaker8,Cecile,Baker,Secondary Education: Biology,Nugent
mloop5,Marcel,Loop,Biochemistry,Scott
lwatkins4,Lucy,Watkins,Integrative Biology,Weston
mmancias6,Marion,Mancias,Mathematics and Computer Science,Snyder
awilliams0,Anthony,Williams,Systems Engineering and Design ,Tower at Third
mreed5,Michael,Reed,Art and Art History ,Bousfield
mwilliams2,Mary,Williams,"Recreation, Sport and Tourism",The HERE
cnix5,Caron,Nix,Theatre Studies,Bousfield
bmcarthur3,Billie,Mcarthur,Agri-Accounting,Weston
mlee7,Michael,Lee,Sociology,Hopkins
mpetersen6,Margo,Petersen,Actuarial Science,Snyder
scoleman2,Sara,Coleman,Computer Science and Anthropology,Suites at Third
mbengtson3,Martha,Bengtson,"Agribusiness, Markets & Management",Bousfield
dmansur6,Donnie,Mansur,Information Sciences + Data Science,Wassaja
wladd2,Walter,Ladd,Biochemistry,Nugent
swright3,Sandra,Wright,Studio Art (BA),FAR
callen3,Catherine,Allen,Computer Science and Animal Sciences,Suites at Third
cfletcher1,Carlos,Fletcher,Computer Science and Music,Wassaja
cmetzler4,Christopher,Metzler,Spanish,Scott
wcarlson6,Whitney,Carlson,Farm Management,Weston
rwaters4,Robert,Waters,Classics,Snyder
jlappin0,Jason,Lappin,Atmospheric Sciences,Skyline Tower
rgold5,Richie,Gold,Computer Science and Anthropology,The Dean
cardis6,Cheri,Ardis,Biochemistry,Wassaja
bcrosby1,Benjamin,Crosby,"Agricultural Leadership, Education, and Communications",Hopkins
sheath5,Steven,Heath,Physics,FAR
daustin4,David,Austin,Neuroscience,Bousfield
asherrill4,Arthur,Sherrill,"Health Sciences, Interdisciplinary ",Bousfield
sryan8,Susan,Ryan,Systems Engineering and Design ,309 Green
jsanders0,Jack,Sanders,Spanish,Suites at Third
jcook7,James,Cook,Lighting Design and Technology ,Suites at Third
vpark2,Victoria,Park,Biochemistry,ISR
ajaquet2,Antonio,Jaquet,Sociology,Snyder
eklien9,Esther,Klien,Studio Art (BFA),Scott
kdavis8,Kari,Davis,Environmental Economics & Policy,Snyder
rbell9,Robert,Bell,Teacher Education: Spanish (K-12),Nugent
mvasquez8,Michael,Vasquez,Latin American Studies,Tower at Third
jberry4,Jerry,Berry,Environmental Economics & Policy,PAR
bschley4,Beverly,Schley,Food Science & Human Nutrition,FAR
tscheffel0,Tracy,Scheffel,Econometrics and Quantitative Economics,Scott
mpolk4,Manuel,Polk,Business Undeclared,Skyline Tower
lloera5,Larry,Loera,Latin American Studies,Hopkins
rmink8,Robert,Mink,Advertising,PAR
sbarry1,Stuart,Barry,Finance in Agri-Business,Hopkins
mbonilla0,Martha,Bonilla,Early Childhood Education (Birth-Grade 2),Hopkins
ahight3,Arthur,Hight,Gender and Women's Studies,Wassaja
kcho6,Kenneth,Cho,"Computer Science and Education, Learning Sciences",PAR
dgrunau6,David,Grunau,Music Composition ,The HERE
tashlock5,Teresa,Ashlock,Agricultural Education,Scott
agrimes5,Aileen,Grimes,"Computer Science and Education, Secondary Education",ISR
domoyosi6,Damon,Omoyosi,Animal Sciences,Weston
punderwood1,Patricia,Underwood,English,Hopkins
msmith9,Marlene,Smith,Information Sciences,Bousfield
ltinkham1,Lisa,Tinkham,Organizational and Community Leadership,Bousfield
mbodak2,Maria,Bodak,Astrophysics,PAR
ckendra0,Christopher,Kendra,Computer Science and Advertising,Nugent
dwilson0,David,Wilson,Engineering Undeclared,ISR
ljudon9,Leonard,Judon,Marketing,Hopkins
jweathers9,Jacqueline,Weathers,Psychology,The HERE
tdean8,Tory,Dean,Brain and Cognitive Science,Bousfield
mdelisa0,Michael,Delisa,Computer Science and Geography & Geographic Information Science,Skyline Tower
bdamron0,Brandon,Damron,Actuarial Science,The HERE
ldawson4,Linda,Dawson,Germanic Studies,The HERE
jhalsey8,Jacquelyn,Halsey,Studio Art (BFA),Snyder
asherrell4,Angelica,Sherrell,Hospitality Management,Hopkins
glane4,Guadalupe,Lane,"Dance, BA and Kinesiology, BS (Dual Degree Program)",Tower at Third
dbenda2,David,Benda,Kinesiology,Weston
cramires4,Charles,Ramires,Teacher Education: French (K-12),Bousfield
melledge7,Martha,Elledge,Information Systems,Skyline Tower
jmorris9,John,Morris,Statistics,Suites at Third
kmadrid6,Kari,Madrid,Political Science,Tower at Third
bparsons6,Bessie,Parsons,Secondary Education: Physics,Snyder
dburgess3,David,Burgess,Gender and Women's Studies,Tower at Third
mritchie8,Marie,Ritchie,Accountancy,Weston
vdavidson2,Virginia,Davidson,Business Undeclared,Wassaja
mpiserchio4,Mary,Piserchio,Agri-Accounting,FAR
tkolinski4,Tony,Kolinski,Geography and Geographic Information Science,Weston
kbishop3,Ken,Bishop,Industrial Engineering,Skyline Tower
dupton8,Deborah,Upton,Italian,The Dean
mferris9,Mary,Ferris,Graphic Design,Snyder
ccheney5,Candy,Cheney,Information Sciences,Hopkins
rrabil3,Roy,Rabil,Linguistics,Hopkins
nmadsen0,Nancy,Madsen,Music,Nugent
aheston8,Andrew,Heston,Music Composition ,Nugent
jparker9,Janice,Parker,Integrative Biology,Skyline Tower
kday9,Kathleen,Day,Finance in Agri-Business,Nugent
vvasquez9,Vivian,Vasquez,Geography and Geographic Information Science,FAR
rjackson3,Ruth,Jackson,Finance in Agri-Business,Tower at Third
hnaranjo3,Herbert,Naranjo,Speech and Hearing Science,Bousfield
koddo0,Kyle,Oddo,"Earth, Society, and Environmental Sustainability",PAR
ianderson2,Isaiah,Anderson,Special Education,Bousfield
jumberger6,Judy,Umberger,Astrophysics,Snyder
rmiranda9,Rita,Miranda,Comparative and World Literature,Weston
cwallace8,Concepcion,Wallace,Dietetics,Tower at Third
kbrown0,Kelli,Brown,Graphic Design,The HERE
ilau6,Iva,Lau,Agronomy,Skyline Tower
jhutchison2,Jean,Hutchison,East Asian Languages and Cultures,Skyline Tower
trodriguez7,Thomas,Rodriguez,Food Science & Human Nutrition,Suites at Third
rreiss9,Randy,Reiss,"Earth, Society, and Environmental Sustainability",Nugent
klink1,Kelly,Link,Accountancy,Suites at Third
twhitfield8,Tiffany,Whitfield,Creative Writing,PAR
amckee0,April,Mckee,Mathematics and Computer Science,Skyline Tower
gstafford5,Guillermo,Stafford,Media and Cinema Studies,309 Green
jenriquez8,Jennifer,Enriquez,Religion,ISR
jdouglas3,James,Douglas,Social Work,Weston
abarretta6,April,Barretta,Portuguese,309 Green
aharman8,Aaron,Harman,Secondary Education: Biology,Nugent
jroswell1,Joanne,Roswell,Engineering Undeclared,309 Green
madams7,Maureen,Adams,Information Sciences,The Dean
lparker6,Launa,Parker,Journalism,Nugent
rdrewry8,Richard,Drewry,Teacher Education: Kinesiology - Physical Education (K-12),309 Green
jcuomo3,Juan,Cuomo,Costume Design and Technology,Wassaja
pmarsha6,Paul,Marsha,Computer Engineering,Bousfield
cchase4,Clifford,Chase,Music,Scott
aferrier6,Adelaida,Ferrier,Secondary Education: Mathematics,309 Green
pmcgillicuddy8,Phyllis,Mcgillicuddy,English,Bousfield
kjohn5,Kevin,John,Physics,Weston
jdavis9,Jill,Davis,Secondary Education: Physics,309 Green
babbott0,Barbara,Abbott,"Russian, East European, and Eurasian Studies",ISR
zgilliard3,Zachary,Gilliard,Journalism,ISR
dwolfinger1,Don,Wolfinger,"Nuclear, Plasma, and Radiological Engineering",PAR
emaynard0,Edward,Maynard,Computer Science and Astronomy,PAR
drodas5,David,Rodas,ACES Undeclared,Hopkins
klekwa5,Kathryn,Lekwa,"Earth, Society, and Environmental Sustainability",Weston
proy0,Paula,Roy,Creative Writing,Weston
sfoy5,Simon,Foy,Sustainable Design,The Dean
jshor7,Jill,Shor,Latin American Studies,Scott
hlucas1,Heather,Lucas,Mechanical Engineering,Hopkins
dgrabner2,Dean,Grabner,Dietetics,Hopkins
somohundro6,Sharon,Omohundro,Art Education (K-12),Bousfield
arigby6,Alicia,Rigby,Engineering Mechanics,FAR
jteel1,Jeff,Teel,Agricultural and Biological Engineering (ENG),The Dean
esolomon1,Eric,Solomon,Teacher Education: Spanish (K-12),Suites at Third
dosborne8,Diane,Osborne,Scenic Technology,Scott
cstromain5,Christine,Stromain,Information Sciences + Data Science,Bousfield
kthomas8,Katherine,Thomas,Agricultural and Consumer Economics,ISR
skennedy5,Stephen,Kennedy,Psychology,Hopkins
cwalker5,Camille,Walker,Industrial Design,Skyline Tower
bjohnson4,Barbara,Johnson,African American Studies,Tower at Third
kpage1,Kyle,Page,Natural Resources and Environmental Sciences,Tower at Third
gposadas1,Gail,Posadas,Religion,The HERE
sdomingo7,Sylvia,Domingo,Astronomy + Data Science,PAR
ssimon0,Sarah,Simon,Comparative and World Literature,Hopkins
rswann0,Robert,Swann,ACES Undeclared,Tower at Third
bbarrow8,Beatrice,Barrow,Neuroscience,Hopkins
dwashburn3,David,Washburn,Agricultural Communications,Skyline Tower
ljohnson0,Levi,Johnson,Agricultural Communications,The HERE
trush8,Tristan,Rush,Public Policy & Law,Suites at Third
pkozak1,Paul,Kozak,East Asian Languages and Cultures,Suites at Third
rmagana5,Raguel,Magana,Spanish,Snyder
rreavis0,Raymond,Reavis,Engineering Mechanics,The Dean
jsamayoa5,Jennifer,Samayoa,Studio Art (BFA),Snyder
kjones0,Kevin,Jones,Economics,Wassaja
rcrump3,Rhonda,Crump,Landscape Architecture ,Suites at Third
ioliver2,Irvin,Oliver,Special Education,FAR
amcpherson6,Andrew,Mcpherson,Crop Sciences,Weston
evalenzuela9,Edith,Valenzuela,Agri-Accounting,ISR
bkrumroy7,Betty,Krumroy,Spanish,Tower at Third
bslavin9,Beverly,Slavin,Music Education (K-12),Suites at Third
ebonner9,Elijah,Bonner,Art Education (K-12),Tower at Third
stoscano3,Steve,Toscano,Mechanical Engineering,Snyder
mvitullo8,Mary,Vitullo,Secondary Education: Chemistry,Bousfield
wanderson6,Warren,Anderson,Political Science,309 Green
rsullivan3,Robert,Sullivan,Aerospace Engineering,The Dean
lwalsh9,Leah,Walsh,Comparative and World Literature,309 Green
wbouchard4,Willis,Bouchard,Finance,ISR
tmartin5,Tiffany,Martin,Music Composition ,Bousfield
jroddy7,John,Roddy,Chemical Engineering,Snyder
arogers0,Ardell,Rogers,Geology,Hopkins
jbibbs1,James,Bibbs,"Computer Science and Education, Secondary Education",Scott
jvaldes3,Juanita,Valdes,Econometrics and Quantitative Economics,Tower at Third
jmcmonagle0,John,Mcmonagle,Plant Biotechnology,Weston
radams6,Ruth,Adams,Music Voice Performance,FAR
rrobinson4,Robert,Robinson,Architectural Studies,Skyline Tower
nstrickler0,Nona,Strickler,Secondary Education: Mathematics,ISR
mjohnson7,Mattie,Johnson,Linguistics and Teaching English as a Second Language,The HERE
kwilson0,Karen,Wilson,Sustainable Design,The Dean
lisaacson1,Lawrence,Isaacson,Comparative and World Literature,FAR
gjackson2,Glen,Jackson,Crop Sciences,The HERE
chendrix7,Charlotte,Hendrix,Latina/Latino Studies,Tower at Third
mpottinger0,Melvin,Pottinger,Landscape Architecture ,Bousfield
dlightfoot8,Derek,Lightfoot,Aerospace Engineering,Hopkins
ewright2,Edward,Wright,Business Undeclared,Skyline Tower
oyoung9,Ollie,Young,Agricultural and Biological Engineering (ACES),Nugent
jvincent6,Juana,Vincent,Arts and Entertainment Technology ,Skyline Tower
rrinehart7,Ricky,Rinehart,"Policy, International Trade & Development",Wassaja
mobermeyer2,Maria,Obermeyer,Agronomy,Hopkins
mwesolowski0,Marva,Wesolowski,Scenic Design,Suites at Third
rfields4,Roger,Fields,Public Policy & Law,Scott
bhouston5,Barry,Houston,Computer Science and Advertising,FAR
crobbins9,Christopher,Robbins,Atmospheric Sciences,Nugent
jlisowski3,John,Lisowski,Political Science,FAR
mnorton4,Micheal,Norton,Linguistics,PAR
phawthorne1,Paulette,Hawthorne,Classics,Bousfield
jtrammel6,Justin,Trammel,Operations Management,Suites at Third
tlapointe6,Timothy,Lapointe,Management,Snyder
dmetzner5,Dudley,Metzner,Asian American Studies,Scott
wlackland5,Wanda,Lackland,Human Development and Family Studies,309 Green
myoung7,Mark,Young,Statistics and Computer Science,Snyder
lwoods2,Linda,Woods,Neural Engineering,Scott
alarabee9,Allen,Larabee,Scenic Design,PAR
llaw0,Latoyia,Law,Art Education (K-12),Snyder
pgunter1,Pricilla,Gunter,Neural Engineering,309 Green
emoore3,Edward,Moore,Neuroscience,Skyline Tower
rbussey7,Ronald,Bussey,Computer Engineering,The Dean
wlamb3,William,Lamb,"Earth, Society, and Environmental Sustainability",309 Green
wcabada2,William,Cabada,Agri-Accounting,Hopkins
hgarza6,Henrietta,Garza,Engineering Undeclared,The HERE
smathews8,Sandra,Mathews,"Health Sciences, Interdisciplinary ",Nugent
eblake9,Ella,Blake,Biology,Tower at Third
mkaauamo4,Maria,Kaauamo,Finance in Agri-Business,309 Green
mmiranda6,Marion,Miranda,Geography and Geographic Information Science,309 Green
rreasoner2,Rachel,Reasoner,Art and Art History ,FAR
ebasham8,Elizabeth,Basham,Agricultural and Biological Engineering (ENG),FAR
cyohe0,Cornell,Yohe,Acting,Bousfield
rcorbin2,Ronald,Corbin,"Strategy, Innovation and Entrepreneurship",Scott
rreed9,Rose,Reed,Computer Science and Music,Weston
dsteere2,Delores,Steere,Political Science,The HERE
ebrittain0,Evelyn,Brittain,Mechanical Engineering,PAR
pkearney6,Patricia,Kearney,Supply Chain Management,FAR
prodriguez8,Peggy,Rodriguez,Special Education,FAR
mbouleris3,Margaret,Bouleris,English,Tower at Third
smyers6,Sylvia,Myers,Agricultural Communications,Nugent
jdavis4,Janice,Davis,Teacher Education: German (K-12),309 Green
gyoung4,Gregory,Young,Italian,The HERE
jfisher6,Josh,Fisher,Computer Science,The HERE
rnelson2,Rhonda,Nelson,Information Sciences,Snyder
hmcdonald8,Herbert,Mcdonald,Molecular and Cellular Biology,PAR
lblocker4,Lonny,Blocker,Systems Engineering and Design ,PAR
amadden1,Arthur,Madden,Italian,Suites at Third
msilbert3,Myrtle,Silbert,Supply Chain Management,Hopkins
kprice6,Kimberly,Price,Information Sciences + Data Science,Skyline Tower
iwilliams5,Ian,Williams,Information Systems,PAR
magnew0,Minnie,Agnew,Religion,The Dean
sgonzalez6,Sherri,Gonzalez,Jazz Performance,Scott
kcalvert8,Kathryn,Calvert,Bioengineering,Skyline Tower
mcarpenter4,Maria,Carpenter,Agricultural and Biological Engineering (ENG),The Dean
wkinney0,Walter,Kinney,Business Undeclared,Suites at Third
mdavis6,Mary,Davis,Art Education (K-12),Snyder
nclark6,Nancy,Clark,Secondary Education: English ,The Dean
rcampbell7,Ruth,Campbell,Neuroscience,Tower at Third
lcairone5,Lou,Cairone,Anthropology,Weston
mgonzalez8,Marcellus,Gonzalez,Farm Management,Tower at Third
abarnes9,Annemarie,Barnes,"Recreation, Sport and Tourism",Wassaja
ecain7,Emilie,Cain,Linguistics and Teaching English as a Second Language,Skyline Tower
bcordova0,Brian,Cordova,Neural Engineering,Hopkins
cmontana5,Caitlin,Montana,Art Undeclared ,Hopkins
ktimmons3,Kenneth,Timmons,Biochemistry,Suites at Third
nleavitt7,Nicolas,Leavitt,Dance (BFA),Bousfield
dmunari3,Dwayne,Munari,Integrative Biology,Snyder
rroberts2,Robert,Roberts,Crop Sciences,FAR
fstalnaker3,Felipe,Stalnaker,Teacher Education: Kinesiology - Physical Education (K-12),Scott
ldavis7,Luis,Davis,"Computer Science and Education, Learning Sciences",Wassaja
reverhart6,Rowena,Everhart,Engineering Technology and Management for Agricultural Systems,Hopkins
erothe6,Evelyn,Rothe,Landscape Architecture ,Suites at Third
rporter1,Randi,Porter,Dance (BA),Hopkins
mprivett2,Melvin,Privett,Operations Management,Wassaja
lpitts4,Louise,Pitts,Agricultural Communications,ISR
